representation,target,task,metric,seed,trained,random_label,descriptor,descriptor_noleak,baseline_leaky,gap_vs_descriptor,gap_vs_descriptor_noleak,chance,prevalence,rdkit_version
raw,halogen,classification,AUROC,4,1.0,0.5078064520148723,1.0,0.9999867553590154,True,0.0,1.324464098462208e-05,0.5,0.49931365820178447,2023.09.5
latent,halogen,classification,AUROC,4,0.999118062729736,0.48058867556564927,1.0,0.9999867553590154,True,-0.0008819372702639772,-0.0008686926292793551,0.5,0.49931365820178447,2023.09.5
reconstruction,halogen,classification,AUROC,4,0.9999664988492745,0.5111970290798746,1.0,0.9999867553590154,True,-3.35011507255345e-05,-2.025650974091242e-05,0.5,0.49931365820178447,2023.09.5
raw,aromaticity,classification,AUROC,4,1.0,0.5013948345697395,1.0,1.0,True,0.0,0.0,0.5,0.9061271604167966,2023.09.5
latent,aromaticity,classification,AUROC,4,0.9999894031875212,0.5224100620640413,1.0,1.0,True,-1.0596812478835815e-05,-1.0596812478835815e-05,0.5,0.9061271604167966,2023.09.5
reconstruction,aromaticity,classification,AUROC,4,1.0,0.542865294665853,1.0,1.0,True,0.0,0.0,0.5,0.9061271604167966,2023.09.5
raw,urea,classification,AUROC,4,0.8937722574481022,0.47977996876675294,0.9999457135412142,0.9999457135412142,False,-0.10617345609311202,-0.10617345609311202,0.5,0.009546390466088475,2023.09.5
latent,urea,classification,AUROC,4,0.9317184921393209,0.46357749898826384,0.9999457135412142,0.9999457135412142,False,-0.0682272214018933,-0.0682272214018933,0.5,0.009546390466088475,2023.09.5
reconstruction,urea,classification,AUROC,4,0.8412121080517676,0.5172341319882303,0.9999457135412142,0.9999457135412142,False,-0.1587336054894466,-0.1587336054894466,0.5,0.009546390466088475,2023.09.5
raw,boron,classification,AUROC,4,0.9999609008445417,0.5923028785982478,1.0,0.9999218016890835,True,-3.9099155458299784e-05,3.909915545818876e-05,0.5,0.002870156610719411,2023.09.5
latent,boron,classification,AUROC,4,0.9999609008445417,0.5579332947754001,1.0,0.9999218016890835,True,-3.9099155458299784e-05,3.909915545818876e-05,0.5,0.002870156610719411,2023.09.5
reconstruction,boron,classification,AUROC,4,0.9992180168908352,0.5800465595200788,1.0,0.9999218016890835,True,-0.0007819831091647744,-0.0007037847982482859,0.5,0.002870156610719411,2023.09.5
